Year,Island,Population,Mericarp.width,Mericarp.length,Mericarp.upper.spine.size,Mericarp.mass,Number.of.seeds.eaten,Presence.of.lower.spines 
2015,Santa.Cruz,TB,3.71,9.8,9.08,0.118,1,0
2015,Santa.Cruz,TB,3.05,6.94,9.24,0.084,1,1
2015,Santa.Cruz,TB,3.88,9.82,NA,0.129,2,1
2015,Santa.Cruz,TB,3.61,8.74,13.93,0.115,1,1
2015,Santa.Cruz,TB,3.28,7.98,12.94,0.101,0,1
2015,Santa.Cruz,TB,2.87,6.42,10.76,0.074,0,1
2015,Santa.Cruz,TB,3.59,9.03,NA,0.075,5,1
2015,Santa.Cruz,TB,3.7,8.23,NA,0.101,0,1
2015,Santa.Cruz,TB,3.41,6.38,NA,0.058,3,1
2015,Santa.Cruz,TB,3.42,5.78,8.41,0.055,1,0
2015,Santa.Cruz,TB,3.03,7.35,NA,0.089,1,1
2015,Santa.Cruz,TB,3.23,7.53,NA,0.062,2,1
2015,Santa.Cruz,TB,3.22,6.91,12.38,0.083,0,0
2015,Santa.Cruz,TB,2.67,5.87,12.2,0.054,0,1
2015,Santa.Cruz,TB,3.92,9.68,12.36,0.114,2,1
2015,Santa.Cruz,TB,2.37,5.83,8.83,0.03,1,0
2015,Santa.Cruz,TB,3.3,7.63,NA,0.074,2,1
2015,Santa.Cruz,TB,3.17,7.96,NA,0.088,1,1
2015,Santa.Cruz,TB,2.72,5.79,12.79,0.062,0,1
2015,Santa.Cruz,TB,2.85,8.21,8.27,0.041,5,1
2015,Santa.Cruz,TB,2.14,6.09,11.85,0.058,0,1
2015,Santa.Cruz,TB,2.15,4.85,12.42,0.023,2,0
2015,Santa.Cruz,TB,3.04,7.03,NA,0.047,2,0
2015,Santa.Cruz,TB,2.85,7.06,12.59,0.083,0,1
2015,Santa.Cruz,TB,3.12,6.66,NA,0.053,3,1
2015,Santa.Cruz,TB,3.28,8.78,13.43,0.117,0,1
2015,Santa.Cruz,TB,3.66,9.33,10.41,0.104,1,1
2015,Santa.Cruz,TB,3.33,7.49,13.96,0.089,0,1
2015,Santa.Cruz,TB,3.53,7.95,NA,0.106,1,1
2015,Santa.Cruz,TB,3.35,8.52,NA,0.077,3,1
2015,Santa.Cruz,TB,3.27,7.37,13.8,0.078,0,1
2015,Santa.Cruz,TB,3.33,8.54,NA,0.108,1,1
2015,Santa.Cruz,TB,2.98,7.3,10.92,0.05,5,0
2015,Santa.Cruz,TB,3.9,9.03,NA,0.16,1,1
2015,Santa.Cruz,TB,3.11,7.26,NA,0.046,3,0
2015,Santa.Cruz,TB,3.48,7.59,12.98,0.108,0,1
2015,Santa.Cruz,TB,3.24,7.78,12.09,0.087,0,1
2015,Santa.Cruz,TB,2.94,6.48,NA,0.084,0,1
2015,Santa.Cruz,TB,3.45,7.33,12.97,0.098,0,1
2015,Santa.Cruz,TB,3.4,7.04,12.14,0.104,0,1
2015,Santa.Cruz,TB,2.28,6.01,12.44,0.053,0,0
2015,Santa.Cruz,TB,3.3,6.61,12.06,0.064,0,1
2015,Santa.Cruz,TB,3.39,6.51,13.56,0.075,0,0
2015,Santa.Cruz,TB,3.92,8.14,11.75,0.106,0,1
2015,Santa.Cruz,TB,1.87,4.26,4.09,0.025,0,1
2015,Santa.Cruz,TB,3.37,7.43,10.3,0.104,0,0
2015,Santa.Cruz,TB,3.7,8.61,12.43,0.117,1,0
2015,Santa.Cruz,TB,2.87,6.82,11.34,0.082,0,0
2015,Santa.Cruz,TB,2.64,6.31,NA,0.042,1,0
2015,Santa.Cruz,TB,3.14,7.45,9.58,0.09,0,1
2015,Santa.Cruz,TB,3.16,6.77,11.26,0.08,0,0
2015,Santa.Cruz,TB,3.07,6.44,NA,0.051,0,1
2015,Santa.Cruz,TB,3.03,5.58,13.35,0.069,0,1
2015,Santa.Cruz,TB,3.22,7,NA,0.085,0,1
2015,Santa.Cruz,TB,3.21,6.71,NA,0.084,1,1
2015,Santa.Cruz,TB,2.8,5.53,8.51,0.04,0,1
2015,Santa.Cruz,TB,3.53,7.9,NA,0.08,2,1
2015,Santa.Cruz,TB,1.69,5.1,13.97,0.044,0,1
2015,Santa.Cruz,TB,2.83,6.07,10.55,0.06,1,0
2015,Santa.Cruz,TB,2.99,6.11,14.15,0.083,0,1
2015,Santa.Cruz,TB,3.5,7.03,10.99,0.096,0,0
2015,Santa.Cruz,TB,3.19,8.25,13.05,0.099,1,0
2015,Santa.Cruz,TB,3.43,8.15,NA,0.103,1,0
2015,Santa.Cruz,TB,3.14,7.72,13.15,0.058,0,1
2015,Santa.Cruz,TB,2.98,5.6,13.82,0.022,3,0
2015,Santa.Cruz,TB,3.13,5.85,10.63,0.054,1,1
2015,Santa.Cruz,TB,3.32,8.52,NA,0.1,0,1
2015,Santa.Cruz,TB,2.84,5.46,10.11,0.033,0,1
2015,Santa.Cruz,TB,3.26,6.58,11.18,0.073,0,0
2015,Santa.Cruz,TB,3.36,6.95,NA,0.065,1,1
2015,Santa.Cruz,TB,2.88,6.41,6.76,0.048,0,0
2015,Santa.Cruz,TB,2.55,5.86,6.97,0.042,0,1
2015,Santa.Cruz,TB,2.9,6.95,8.85,0.041,0,0
2015,Santa.Cruz,TB,3.47,8.15,13.82,0.104,1,1
2015,Santa.Cruz,TB,3.57,7.33,NA,0.076,0,0
2015,Santa.Cruz,TB,3.34,8.8,NA,0.089,0,1
2015,Santa.Cruz,TB,3.72,8.25,15.92,0.123,0,1
2015,Santa.Cruz,TB,3.62,7.16,12.06,0.094,0,1
2015,Santa.Cruz,TB,3.6,5.87,8.33,0.045,1,1
2015,Santa.Cruz,TB,3.47,8.11,NA,0.079,1,0
2015,Santa.Cruz,TB,3.57,8.36,12.5,0.106,0,1
2015,Santa.Cruz,TB,2.8,6.35,10.08,0.054,0,1
2015,Santa.Cruz,TB,3.19,6.64,11.72,0.091,0,1
2015,Santa.Cruz,TB,3.48,7.77,NA,0.098,1,1
2015,Santa.Cruz,TB,3.49,6.66,12.41,0.069,0,0
2015,Santa.Cruz,ITC,3.14,5.95,9.76,0.058,0,1
2015,Santa.Cruz,ITC,2.29,5.48,8.47,0.03,0,1
2015,Santa.Cruz,ITC,3.85,7.67,NA,0.09,0,1
2015,Santa.Cruz,ITC,2.73,5.95,12.33,0.056,0,0
2015,Santa.Cruz,ITC,3.7,7.03,9,0.073,0,0
2015,Santa.Cruz,ITC,3.01,6.45,NA,0.058,1,1
2015,Santa.Cruz,ITC,3.46,6.49,8.36,0.033,4,1
2015,Santa.Cruz,ITC,3.48,9.05,14.07,0.114,0,1
2015,Santa.Cruz,ITC,3.71,6.37,9.03,0.063,0,1
2015,Santa.Cruz,ITC,4.6,8.7,11.86,0.112,0,1
2015,Santa.Cruz,ITC,3.42,6.55,NA,0.024,3,0
2015,Santa.Cruz,ITC,3.55,6.71,NA,0.06,0,1
2015,Santa.Cruz,ITC,3.69,8.34,10.98,0.1,0,1
2015,Santa.Cruz,ITC,3.15,6.51,10.69,0.062,0,1
2015,Santa.Cruz,ITC,3.22,6.42,12.26,0.069,0,1
2015,Santa.Cruz,ITC,3.53,7.53,13.19,0.089,0,1
2015,Santa.Cruz,ITC,3.21,5.33,10.24,0.043,0,1
2015,Santa.Cruz,ITC,2.55,6.03,NA,0.028,1,1
2015,Santa.Cruz,ITC,3.7,7.13,12.52,0.079,0,1
2015,Santa.Cruz,ITC,3.13,7.16,12.18,0.074,0,1
2015,Santa.Cruz,ITC,3.8,8.43,12.24,0.094,1,1
2015,Santa.Cruz,ITC,3.72,7.02,14.99,0.091,0,1
2015,Santa.Cruz,ITC,2.66,5.79,7.97,0.038,0,1
2015,Santa.Cruz,ITC,5.05,8.49,9.96,0.149,0,1
2015,Santa.Cruz,ITC,2.74,6.69,11.15,0.054,0,1
2015,Santa.Cruz,ITC,3.19,7.28,NA,0.06,0,1
2015,Santa.Cruz,ITC,3.67,7.57,NA,0.081,1,1
2015,Santa.Cruz,ITC,3.66,9.17,13.92,0.132,0,1
2015,Santa.Cruz,ITC,3.36,7.3,10.55,0.088,0,1
2015,Santa.Cruz,ITC,3.75,7.74,10.98,0.095,0,1
2015,Santa.Cruz,ITC,3.86,7.52,10.58,0.1,0,0
2015,Santa.Cruz,ITC,2.51,5.77,NA,0.034,0,1
2015,Santa.Cruz,ITC,3.14,8.25,13.09,0.1,0,1
2015,Santa.Cruz,ITC,3.91,7.24,NA,0.042,5,1
2015,Santa.Cruz,ITC,2.87,5.45,8.87,0.043,0,1
2015,Santa.Cruz,ITC,2.81,6.83,9.76,0.058,0,1
2015,Santa.Cruz,ITC,2.73,7.95,12.92,0.072,0,1
2015,Santa.Cruz,ITC,3.53,7.35,12.18,0.079,0,1
2015,Santa.Cruz,ITC,3.8,7.02,10.32,0.057,4,1
2015,Santa.Cruz,ITC,3.32,7.27,11.44,0.08,0,0
2015,Santa.Cruz,ITC,3.44,7.6,NA,0.081,0,1
2015,Santa.Cruz,ITC,2.89,6.12,7.44,0.04,0,1
2015,Santa.Cruz,ITC,3.4,6.94,NA,0.059,0,1
2015,Santa.Cruz,ITC,3.96,8.23,15.28,0.102,0,1
2015,Santa.Cruz,ITC,3.94,7.26,14.58,0.105,0,1
2015,Santa.Cruz,ITC,2.81,5.25,NA,0.012,3,1
2015,Santa.Cruz,ITC,3.72,7.58,12.17,0.077,0,1
2015,Santa.Cruz,ITC,3.69,6.7,NA,0.062,1,1
2015,Santa.Cruz,ITC,3.32,7.08,NA,0.04,4,1
2015,Santa.Cruz,ITC,3.47,6.74,10.53,0.055,0,0
2015,Santa.Cruz,ITC,2.76,4.56,10.3,0.031,0,1
2015,Santa.Cruz,ITC,2.33,5.79,8.7,0.033,1,0
2015,Santa.Cruz,ITC,2.94,6.54,9.47,0.061,0,1
2015,Santa.Cruz,ITC,3.1,6.04,8.89,0.046,0,1
2015,Santa.Cruz,ITC,3.14,7.29,NA,0.079,0,1
2015,Santa.Cruz,ITC,3.78,7.32,8.36,0.08,0,1
2015,Santa.Cruz,ITC,3.31,6.13,8.63,0.038,4,1
2015,Santa.Cruz,ITC,3.82,9.23,13.8,0.13,0,1
2015,Santa.Cruz,ITC,3.47,6.85,11.4,0.051,0,1
2015,Santa.Cruz,ITC,2.16,6.33,7.91,0.03,0,1
2015,Santa.Cruz,ITC,3.01,7.23,10.16,0.051,0,1
2015,Santa.Cruz,ITC,3.13,6.93,10.27,0.064,0,1
2015,Santa.Cruz,ITC,3.51,7.83,12.9,0.062,0,1
2015,Santa.Cruz,ITC,3.07,5.28,11.94,0.034,0,1
2015,Santa.Cruz,ITC,3.85,7.2,NA,0.074,1,1
2015,Santa.Cruz,ITC,3.63,6.77,NA,0.069,0,1
2015,Santa.Cruz,ITC,4.21,6.79,NA,0.05,2,1
2015,Santa.Cruz,ITC,3.41,7.13,12.85,0.087,0,1
2015,Santa.Cruz,ITC,3.73,7.45,10.7,0.067,0,1
2015,Santa.Cruz,ITC,3.06,8.43,NA,0.068,0,1
2015,Santa.Cruz,ITC,3.22,6.745,NA,0.069,0,1
2015,Santa.Cruz,ITC,3.53,7.1,NA,0.042,4,0
2015,Santa.Cruz,ITC,3.38,6.84,9.12,0.078,1,1
2015,Santa.Cruz,ITC,3.5,6.93,NA,0.028,5,1
2015,Santa.Cruz,ITC,3.81,7.42,11.59,0.082,0,1
2015,Santa.Cruz,ITC,2.74,5.5,NA,0.028,0,1
2015,Santa.Cruz,ITC,2.79,6.98,11.79,0.055,0,1
2015,Santa.Cruz,ITC,4.15,8.55,NA,0.068,1,1
2015,Santa.Cruz,ITC,3.42,7.65,12.36,0.063,0,1
2015,Santa.Cruz,ITC,3.49,8.06,14.56,0.091,0,1
2015,Santa.Cruz,ITC,4.1,9.28,16.22,0.15,0,1
2015,Santa.Cruz,ITC,2.94,7.02,12.06,0.07,0,1
2015,Santa.Cruz,ITC,2.91,6.04,11.3,0.045,0,1
2015,Santa.Cruz,ITC,2.4,7.66,NA,0.043,0,1
2015,Santa.Cruz,ITC,3.36,6.87,NA,0.066,0,0
2015,Santa.Cruz,ITC,2.82,6.41,NA,0.02,1,1
2015,Santa.Cruz,ITC,2.97,5.32,6.79,0.008,3,0
2015,Santa.Cruz,ITC,3.81,7.79,NA,0.072,1,0
2015,Santa.Cruz,ITC,3.45,6.8,NA,0.064,0,0
2015,Santa.Cruz,ITC,3.06,7.36,10.11,0.074,0,1
2015,Santa.Cruz,ITC,3.65,5.86,NA,0.035,0,0
2015,Santa.Cruz,ITC,3.12,6.52,12.91,0.055,0,1
2015,Santa.Cruz,ITC,2.79,6.29,9.93,0.051,0,1
2015,Santa.Cruz,ITC,3.79,8.77,10.02,0.11,0,1
2015,Santa.Cruz,ITC,2.66,6.31,NA,0.05,0,1
2015,Santa.Cruz,ITC,3.49,9.35,NA,0.065,5,1
2015,Santa.Cruz,ITC,3.86,7.08,NA,0.055,1,1
2015,Santa.Cruz,ITC,3.45,6.43,12.54,0.038,0,1
2015,Santa.Cruz,ITC,3.43,6.52,NA,0.032,3,1
2015,Santa.Cruz,ITC,3.04,6.53,9.47,0.048,0,1
2015,Santa.Cruz,ITC2,3.23,8.31,12.51,0.086,0,1
2015,Santa.Cruz,ITC2,3.71,7.2,13.7,0.064,0,1
2015,Santa.Cruz,ITC2,3.3,6.38,10.43,0.062,0,1
2015,Santa.Cruz,ITC2,3.16,7.52,12.08,0.064,0,1
2015,Santa.Cruz,ITC2,3.79,8.16,14.06,0.09,0,1
2015,Santa.Cruz,ITC2,3.48,7.98,14.67,0.092,0,1
2015,Santa.Cruz,ITC2,2.86,6.81,9.14,0.057,0,1
2015,Santa.Cruz,ITC2,1.5,6,NA,0.007,0,0
2015,Santa.Cruz,ITC2,3.2,7.5,11.78,0.082,0,1
2015,Santa.Cruz,ITC2,3.37,8.92,14.69,0.16,0,1
2015,Santa.Cruz,ITC2,2.6,6.76,8.4,0.043,0,1
2015,Santa.Cruz,ITC2,2.94,7.46,7.91,0.068,1,1
2015,Santa.Cruz,ITC2,3.06,7.34,11.03,0.072,0,1
2015,Santa.Cruz,ITC2,2.89,8.22,13.66,0.102,1,1
2015,Santa.Cruz,ITC2,3.54,8.27,9.86,0.064,0,1
2015,Santa.Cruz,ITC2,2.07,5.13,5.96,0.02,0,1
2015,Santa.Cruz,ITC2,3.19,7.51,12.76,0.059,0,1
2015,Santa.Cruz,ITC2,2.89,5.87,NA,0.032,1,1
2015,Santa.Cruz,ITC2,2.6,7.66,NA,0.049,0,1
2015,Santa.Cruz,ITC2,2.08,5.95,8,0.023,0,1
2015,Santa.Cruz,ITC2,2.78,7.19,10.95,0.038,1,1
2015,Santa.Cruz,ITC2,4.03,8.84,12.59,0.092,1,1
2015,Santa.Cruz,ITC2,3.29,7.54,11.91,0.082,0,1
2015,Santa.Cruz,ITC2,2.99,6.92,9.52,0.051,0,1
2015,Santa.Cruz,ITC2,3.13,8.06,NA,0.048,3,1
2015,Santa.Cruz,ITC2,3.32,8.18,12.02,0.099,0,1
2015,Santa.Cruz,ITC2,3.85,7.73,12.79,0.104,0,1
2015,Santa.Cruz,ITC2,3.13,6.89,10.52,0.06,1,1
2015,Santa.Cruz,ITC2,3.85,7.14,12.84,0.087,0,1
2015,Santa.Cruz,ITC2,3.44,7.65,11.81,0.082,0,1
2015,Santa.Cruz,ITC2,3.63,8.77,11.31,0.104,0,1
2015,Santa.Cruz,ITC2,3.35,9.7,14,0.127,0,1
2015,Santa.Cruz,ITC2,3.58,8.51,13.81,0.084,0,1
2015,Santa.Cruz,ITC2,3.7,8.77,NA,0.093,1,1
2015,Santa.Cruz,ITC2,3.18,6.42,9.71,0.046,1,1
2015,Santa.Cruz,ITC2,3.11,7.19,13.44,0.068,0,1
2015,Santa.Cruz,ITC2,2.86,6.5,11.55,0.046,1,0
2015,Santa.Cruz,ITC2,2.56,6.46,8.61,0.047,0,0
2015,Santa.Cruz,ITC2,2.31,4.58,5.73,0.02,0,1
2015,Santa.Cruz,ITC2,3.56,8.18,9.63,0.053,4,0
2015,Santa.Cruz,ITC2,3.6,8.23,12.78,0.087,0,1
2015,Santa.Cruz,ITC2,3,7.91,10.26,0.072,0,1
2015,Santa.Cruz,ITC2,2.67,7,11.11,0.059,0,1
2015,Santa.Cruz,ITC2,2.06,5.56,6.72,0.017,1,1
2015,Santa.Cruz,ITC2,3.83,8.71,11.98,0.101,1,1
2015,Santa.Cruz,ITC2,3.21,6.94,NA,0.079,0,1
2015,Santa.Cruz,ITC2,2.79,6.97,9.38,0.043,0,1
2015,Santa.Cruz,ITC2,3.33,7.51,NA,0.073,1,1
2015,Santa.Cruz,ITC2,3.58,7.52,11.56,0.061,1,1
2015,Santa.Cruz,ITC2,3.59,9.96,12.78,0.117,0,1
2015,Santa.Cruz,ITC2,2.99,7.98,NA,0.06,1,1
2015,Santa.Cruz,ITC2,3.24,7.16,10.3,0.055,0,1
2015,Santa.Cruz,ITC2,3.47,7.49,8.54,0.084,1,0
2015,Santa.Cruz,ITC2,4.27,8.46,13.06,0.107,1,1
2015,Santa.Cruz,ITC2,3.16,6.89,8.2,0.053,2,1
2015,Santa.Cruz,ITC2,3.12,8.55,11.11,0.094,0,1
2015,Santa.Cruz,ITC2,3.29,7.68,8.95,0.072,0,1
2015,Santa.Cruz,ITC2,4.1,7.91,13.09,0.072,1,1
2015,Santa.Cruz,ITC2,3.03,6.6,10.28,0.051,1,0
2015,Santa.Cruz,ITC2,3.41,6.89,9.35,0.053,1,0
2015,Santa.Cruz,ITC2,3.56,8.28,11.88,0.104,0,1
2015,Santa.Cruz,ITC2,3.69,7.72,11.26,0.076,0,1
2015,Santa.Cruz,ITC2,3,9.23,11.23,0.102,0,0
2015,Santa.Cruz,ITC2,4.04,12.04,13.93,0.192,1,1
2015,Santa.Cruz,ITC2,3.3,7.81,NA,0.051,2,1
2015,Santa.Cruz,ITC2,2.63,5.79,10.04,0.035,0,1
2015,Santa.Cruz,ITC2,3.86,8.33,12.32,0.113,0,1
2015,Santa.Cruz,ITC2,3.02,6.58,10.66,0.045,0,1
2015,Santa.Cruz,ITC2,3.4,8.06,10.28,0.082,1,1
2015,Santa.Cruz,ITC2,2.29,7.01,11.83,0.044,0,1
2015,Santa.Cruz,ITC2,2.81,7.07,NA,0.03,1,1
2015,Santa.Cruz,ITC2,4.07,7.31,12.37,0.097,1,1
2015,Santa.Cruz,ITC2,3.82,6.8,10.51,0.036,3,1
2015,Santa.Cruz,ITC2,3.57,8.19,13.5,0.095,1,1
2015,Santa.Cruz,ITC2,3.38,7.36,12.31,0.055,1,1
2015,Santa.Cruz,ITC2,3.86,8.63,11.75,0.109,1,1
2015,Santa.Cruz,ITC2,3.09,5.84,11.28,0.055,0,0
2015,Santa.Cruz,ITC2,3.5,6.93,11.31,0.075,2,1
2015,Santa.Cruz,ITC2,3.62,8.46,12.18,0.105,1,1
2015,Santa.Cruz,ITC2,3.92,8.47,12.61,0.119,1,1
2015,Santa.Cruz,ITC2,3.53,6.58,NA,0.048,1,1
2015,Santa.Cruz,ITC2,2.29,6.69,NA,0.032,1,1
2015,Santa.Cruz,ITC2,1.79,4.66,6.75,0.012,0,1
2015,Santa.Cruz,ITC2,2.06,5.93,11.34,0.033,0,1
2015,Santa.Cruz,ITC2,3.1,6.24,10.95,0.059,1,1
2015,Santa.Cruz,ITC2,2.5,6.46,13.13,0.049,0,1
2015,Santa.Cruz,ITC2,2.55,6.45,8.82,0.043,0,1
2015,Santa.Cruz,ITC2,3.21,6.62,10.63,0.06,0,1
2015,Santa.Cruz,ITC2,3.74,9.01,10.96,0.118,0,1
2015,Santa.Cruz,ITC2,3.04,6.84,7.69,0.059,0,1
2015,Santa.Cruz,ITC2,4.38,9.56,11.12,0.124,1,0
2015,Santa.Cruz,ITC2,2.82,5.51,8.33,0.042,0,0
2015,Santa.Cruz,ITC2,3.24,6.44,11.16,0.064,1,1
2015,Santa.Cruz,ITC2,3.79,9.37,14.91,0.132,1,1
2015,Santa.Cruz,ITC2,3.41,9.21,11.81,0.123,0,1
2015,Santa.Cruz,ITC2,3.44,7.17,9.54,0.07,1,1
2015,Santa.Cruz,ITC2,2.68,6.72,9.37,0.057,0,1
2015,Santa.Cruz,ITC2,3.42,8.34,12.63,0.085,0,1
2015,Santa.Cruz,ITC2,3.56,8.96,12.92,0.11,1,1
2015,Santa.Cruz,ITC2,2.82,7.96,13.16,0.077,0,1
2015,Santa.Cruz,MGN,3.83,6.82,12.58,0.079,0,1
2015,Santa.Cruz,MGN,3.31,6.77,NA,0.042,2,1
2015,Santa.Cruz,MGN,3.17,8.86,9.79,0.1,1,1
2015,Santa.Cruz,MGN,3.63,9.96,13.73,0.112,0,1
2015,Santa.Cruz,MGN,3.07,8.33,12.75,0.078,0,1
2015,Santa.Cruz,MGN,3.59,9.84,NA,0.142,1,1
2015,Santa.Cruz,MGN,3.09,6.18,7.43,0.057,0,0
2015,Santa.Cruz,MGN,2.93,7.05,8.61,0.085,0,0
2015,Santa.Cruz,MGN,2.65,5.54,9.15,0.05,1,1
2015,Santa.Cruz,MGN,3.64,7.4,7.16,0.084,0,0
2015,Santa.Cruz,MGN,2.47,8.08,13.81,0.075,0,1
2015,Santa.Cruz,MGN,3.18,6.81,8.6,0.081,0,0
2015,Santa.Cruz,MGN,3.91,9.61,NA,0.172,0,1
2015,Santa.Cruz,MGN,3.7,9.39,13.56,0.093,0,1
2015,Santa.Cruz,MGN,3.93,8.2,12.01,0.104,0,1
2015,Santa.Cruz,MGN,2.83,8.17,7.26,0.062,0,1
2015,Santa.Cruz,MGN,3.18,6.23,9.51,0.058,0,1
2015,Santa.Cruz,MGN,3.57,7.39,12.07,0.113,0,1
2015,Santa.Cruz,MGN,3.41,8.08,NA,0.093,0,1
2015,Santa.Cruz,MGN,2.88,5.31,9.43,0.038,1,1
2015,Santa.Cruz,MGN,3.96,9.89,12.52,0.117,0,1
2015,Santa.Cruz,MGN,4.08,7.36,11.59,0.096,1,1
2015,Santa.Cruz,MGN,3.93,7.4,11.7,0.082,0,1
2015,Santa.Cruz,MGN,2.71,6.6,9.32,0.053,0,1
2015,Santa.Cruz,MGN,3.28,8.47,13.92,0.0125,1,1
2015,Santa.Cruz,MGN,3.4,7.86,11.96,0.095,0,1
2015,Santa.Cruz,MGN,3.09,6.29,NA,0.067,0,1
2015,Santa.Cruz,MGN,2.44,4.08,NA,0.03,0,1
2015,Santa.Cruz,MGN,3.3,6.93,9.13,0.087,0,1
2015,Santa.Cruz,MGN,3.29,8.35,12.23,0.125,0,1
2015,Santa.Cruz,MGN,3.1,4.93,NA,0.02,3,1
2015,Santa.Cruz,MGN,2.26,5.64,6.83,0.034,1,0
2015,Santa.Cruz,MGN,3.11,5.03,7.53,0.038,0,0
2015,Santa.Cruz,MGN,2.19,4.39,4.11,0.035,0,1
2015,Santa.Cruz,MGN,3.45,8.04,NA,0.09,1,1
2015,Santa.Cruz,MGN,3.46,6.83,NA,0.078,1,1
2015,Santa.Cruz,MGN,3.31,7.55,NA,0.081,1,1
2015,Santa.Cruz,MGN,2.78,6.91,6.76,0.069,1,1
2015,Santa.Cruz,MGN,2.67,6.34,NA,0.046,1,1
2015,Santa.Cruz,MGN,3.25,5.89,NA,0.036,4,1
2015,Santa.Cruz,MGN,3.26,7.22,13.1,0.084,0,1
2015,Santa.Cruz,MGN,3.58,6.86,11.16,0.072,0,1
2015,Santa.Cruz,MGN,2.25,4.99,6.59,0.031,0,1
2015,Santa.Cruz,MGN,3.04,5.2,NA,0.037,1,1
2015,Santa.Cruz,MGN,2.92,6.09,8.25,0.052,1,1
2015,Santa.Cruz,MGN,3.37,7.89,14.48,0.083,0,1
2015,Santa.Cruz,MGN,2.1,4.67,6.91,0.016,1,1
2015,Santa.Cruz,MGN,2.86,7.49,NA,0.058,1,0
2015,Santa.Cruz,MGN,3.42,7.18,NA,0.06,0,1
2015,Santa.Cruz,MGN,2.91,5.78,NA,0.045,1,1
2015,Santa.Cruz,MGN,3.9,9.1,NA,0.164,0,0
2015,Santa.Cruz,MGN,2.64,7.01,13.03,0.057,0,1
2015,Santa.Cruz,MGN,3.22,7.16,NA,0.047,0,1
2015,Santa.Cruz,MGN,3.85,9.81,12.11,0.166,0,0
2015,Santa.Cruz,MGN,2.63,5.1,6.96,0.041,0,1
2015,Santa.Cruz,MGN,3.27,8.89,NA,0.117,0,1
2015,Santa.Cruz,MGN,2.42,5.87,NA,0.034,1,1
2015,Santa.Cruz,MGN,3.58,7.18,10.54,0.091,0,1
2015,Santa.Cruz,MGN,3.64,7.16,NA,0.105,0,1
2015,Santa.Cruz,MGN,3.74,7.83,12.06,0.078,0,1
2015,Santa.Cruz,MGN,3.24,7.39,NA,0.07,1,1
2015,Santa.Cruz,MGN,2.3,5.03,7.54,0.018,0,1
2015,Santa.Cruz,MGN,4.11,7.75,12.73,0.075,0,1
2015,Santa.Cruz,MGN,4.01,9.1,13.59,0.134,0,1
2015,Santa.Cruz,MGN,1.97,4.88,5.61,0.018,0,1
2015,Santa.Cruz,MGN,3.23,6.35,9.07,0.045,1,1
2015,Santa.Cruz,MGN,3.71,6.51,8.39,0.075,0,1
2015,Santa.Cruz,MGN,2.82,4.97,8.74,0.03,1,1
2015,Santa.Cruz,MGN,3.08,8.03,13.81,0.085,0,1
2015,Santa.Cruz,MGN,3.2,8,11.79,0.083,0,1
2015,Santa.Cruz,MGN,3.45,6.92,11.61,0.086,0,1
2015,Santa.Cruz,MGN,3.62,9.45,12.58,0.111,0,1
2015,Santa.Cruz,MGN,3.56,8.18,NA,0.088,0,1
2015,Santa.Cruz,MGN,3.96,7.64,10.78,0.11,1,1
2015,Santa.Cruz,MGN,3.31,7.07,11.92,0.065,1,1
2015,Santa.Cruz,MGN,3.34,6.78,NA,0.062,1,1
2015,Santa.Cruz,MGN,3.08,7.04,12.38,0.059,0,1
2015,Santa.Cruz,MGN,3.3,6.89,10.21,0.087,0,0
2015,Santa.Cruz,MGN,3.3,7.13,NA,0.054,1,0
2015,Santa.Cruz,MGN,3.06,6.64,NA,0.051,0,1
2015,Santa.Cruz,MGN,2.7,5.24,6.47,0.029,1,1
2015,Santa.Cruz,MGN,3.17,6.51,8.52,0.061,1,1
2015,Santa.Cruz,MGN,3.71,8.59,10.81,0.105,0,1
2015,Santa.Cruz,MGN,3.5,7.02,NA,0.084,0,1
2015,Santa.Cruz,MGN,3.32,8.3,NA,0.088,0,1
2015,Santa.Cruz,MGN,3.46,9.42,NA,0.138,0,1
2015,Santa.Cruz,MGN,3.55,8.59,NA,0.118,1,1
2015,Santa.Cruz,MGN,3.3,5.73,NA,0.066,0,0
2015,Santa.Cruz,MGN,3.38,5.74,NA,0.061,0,1
2015,Santa.Cruz,MGN,3.64,7.33,NA,0.113,0,1
2015,Santa.Cruz,MGN,2.32,5.96,5.84,0.041,0,0
2015,Santa.Cruz,MGN,3.52,6.65,10.39,0.078,0,1
2015,Santa.Cruz,MGN,3.2,6.41,8.33,0.053,2,1
2015,Santa.Cruz,MGN,4.76,6.97,10.64,0.12,0,1
2015,Santa.Cruz,MGN,2.73,6.09,12,0.08,0,1
2015,Santa.Cruz,MGN,4.12,8.03,NA,0.123,1,1
2015,Santa.Cruz,MGN,2.88,5.61,9.1,0.04,0,1
2015,Santa.Cruz,MGN,2.56,5.73,NA,0.016,2,0
2015,Santa.Cruz,MGN,3.75,7.77,11.89,0.09,1,1
2015,Santa.Cruz,MGN,3,7.79,11.53,0.074,1,1
2015,Santa.Cruz,DP,2.88,7.56,9.97,0.061,0,1
2015,Santa.Cruz,DP,3.44,9.25,NA,0.084,2,0
2015,Santa.Cruz,DP,3.05,9.44,NA,0.102,0,0
2015,Santa.Cruz,DP,4.26,10.17,NA,0.157,0,1
2015,Santa.Cruz,DP,3.59,10,NA,0.089,2,1
